dataset,sample,pair_id,Tissue,module_score,gastric_lineage_deconv_score,broad_epithelial_deconv_score
GSE79973,GSM2109549,patient_9,Normal,-0.707586077435308,-0.443248109294761,1.24087296208435
GSE79973,GSM2109550,patient_10,Tumor,-0.853072640462284,-0.95712864415486,0.464054023262266
GSE79973,GSM2109551,patient_10,Normal,0.425428550390538,0.987246542582693,0.757326868634341
GSE19826,GSM495051,CB2008210-1,Normal,-0.0152190177074871,0.581824619121147,0.57398983250047
GSE19826,GSM495052,CB2008210-1,Tumor,0.0267009208587322,0.401693471358295,1.05703337825331
GSE19826,GSM495053,CB2008210-2,Normal,0.795384348687362,0.319773606096782,-1.26037434370801
GSE19826,GSM495054,CB2008210-2,Tumor,-1.72590242154238,-1.10828013622261,1.79217411639026
GSE19826,GSM495055,CB2008210-3,Normal,0.655481284207215,0.580527088774257,-0.294076261248364
GSE19826,GSM495056,CB2008210-3,Tumor,-1.04157699863157,-0.383925458408953,0.651304564053537
GSE19826,GSM495057,CB2008210-4,Normal,0.326919444929855,0.139021438838012,1.24682829481577
GSE19826,GSM495058,CB2008210-4,Tumor,-1.09716386793963,-0.652887783176674,2.18929978772467
GSE19826,GSM495059,CB2008210-5,Normal,0.791690354260452,0.137923111350061,-1.6178228716491
GSE19826,GSM495060,CB2008210-5,Tumor,-1.61259130939743,-1.23857003884052,-0.645859050731878
GSE19826,GSM495061,CB2008210-6,Normal,0.57289478505673,0.247646500240366,-0.322018385111435
GSE19826,GSM495062,CB2008210-6,Tumor,-0.00621607141783928,0.868345063961463,0.0689230613444082
GSE19826,GSM495063,CB2008210-7,Normal,0.165771482353785,0.501389950141913,-0.115296431615641
GSE19826,GSM495064,CB2008210-7,Tumor,-1.05666898827755,-0.820414145461612,0.167456240858187
GSE19826,GSM495065,CB2008210-9,Normal,0.889139086943996,0.382877467952597,-0.828854305624192
GSE19826,GSM495066,CB2008210-9,Tumor,-0.987846183075174,-1.53005459226614,1.0402336887288
GSE19826,GSM495067,CB2008210-12,Normal,0.743215118823703,0.451178759643202,-0.520937378967215
GSE19826,GSM495068,CB2008210-12,Tumor,0.057147974485184,0.134312886682167,0.882797320533526
GSE19826,GSM495069,CB2008210-13,Normal,0.78240902237349,0.368098424750289,-0.537697357594685
GSE19826,GSM495070,CB2008210-13,Tumor,0.205023255959277,0.0295424888408825,0.153829797909504
GSE19826,GSM495071,CB2008210-14,Normal,-0.6940746014247,-0.480001230800702,0.155663388134643
GSE19826,GSM495072,CB2008210-14,Tumor,0.634026280134647,0.209549620462303,-1.80890924246905
GSE19826,GSM495073,CB2008210-15,Normal,0.453708572827445,0.526136764523536,0.00280113940028984
GSE19826,GSM495074,CB2008210-15,Tumor,-1.12776646009917,-0.700912013008201,0.478597560453233
GSE19826,GSM495075,"",Normal,0.941958962729123,0.348252213340036,-1.12786736952023
GSE19826,GSM495076,"",Normal,0.564932202069304,0.320865021564211,-0.0478669646748827
GSE19826,GSM495077,"",Normal,0.758622822812638,0.366086900543892,-1.33335220818592
