gene,log2FoldChange,meanExpression,t,PValue,padj,standard_t,standard_PValue,standard_padj,B,direction
EVI2A,0.353642623604478,7.27450221106343,0,0.999999999999998,1,4.83094389062254,3.5946408608989e-06,6.1357737669485e-06,3.22503833366971,Not_significant
FAM117A,-0.353592705604478,7.63880250576493,0,1,1,-8.10294854184833,2.61822628452709e-13,7.832484617527e-13,19.347634349683,Not_significant
DBI,0.353470328373135,10.5864630934776,0,1,1,6.91611751673087,1.60534218770312e-10,3.82229165627901e-10,13.0124333886924,Not_significant
MID1,0.353434170544776,7.34984252371269,0,1,1,9.69549917621133,2.96614022151986e-17,1.26641291197065e-16,28.3536438834263,Not_significant
GOLT1B,0.353353387850746,6.65348547398508,0,1,1,7.5347305666951,5.94003789086876e-12,1.58471173875693e-11,16.2626038471694,Not_significant
DDX56,0.352860462634328,7.86777792948881,0,1,1,12.1161280265294,1.95309701073482e-23,1.71111904904796e-22,42.5079760150014,Not_significant
PCDH9,-0.352840435197761,5.93340873588246,0,1,1,-6.11337117298469,9.58742040981651e-09,1.99761510494572e-08,8.99659587179569,Not_significant
PPP4R1,0.352735379634328,8.94852552553358,0,1,1,7.51503133413156,6.6091001479918e-12,1.758637322603e-11,16.1572444071553,Not_significant
PTPN6,0.352726594440299,8.43062123248881,0,1,1,6.62441645775866,7.27606971825902e-10,1.64831806074823e-09,11.5259217801234,Not_significant
OSGIN1,-0.352604023634328,7.03370192025,0,1,1,-13.6756963982653,2.08350952093709e-27,3.22316068766337e-26,51.6166642274885,Not_significant
PSMC3,0.352502864843283,8.85430287540672,0,1,1,8.40833530066752,4.74190612338444e-14,1.51101427345882e-13,21.0385729956788,Not_significant
PADI1,-0.352478658,8.91955370222388,0,1,1,-13.8677785114719,6.8199863346081e-28,1.16166071910602e-26,52.7292795464108,Not_significant
NFIC,-0.352464352585821,7.29194258036007,0,1,1,-10.5415144901721,2.1024578303265e-19,1.13116037531573e-18,33.2710542362465,Not_significant
LGMN,0.352301632738806,8.80914915363806,0,1,1,6.57080527231646,9.57364655962827e-10,2.15026234283775e-09,11.2562573040456,Not_significant
RGS16,0.352245485548507,7.61813021446082,0,1,1,6.94044662823167,1.41334575167673e-10,3.37940156122917e-10,13.1378315911326,Not_significant
CRYGEP,-0.352189038664179,6.81678407803358,0,1,1,-13.8233457085319,8.82824838461684e-28,1.46613836775703e-26,52.4721386321455,Not_significant
KRT8,0.351970419828358,10.7027803988843,0,0.999997046435939,1,2.56117892534067,0.0115238364100001,0.0148424594637467,-4.3799611370806,Not_significant
CSK,0.351964591149254,9.00359878536567,0,1,1,8.24981090730364,1.15401300492937e-13,3.55878450700911e-13,20.1582048594127,Not_significant
FUCA1,-0.351936453664179,9.78093617130224,0,1,1,-6.12327134933717,9.12960313145197e-09,1.90785729392093e-08,9.04450921089919,Not_significant
SCML1,0.351922506417911,7.349786983,0,1,1,5.96745081321662,1.94639923152625e-08,3.95051878533895e-08,8.30285416900866,Not_significant
SART3,0.351613062990049,7.60669205599005,0,1,1,12.9064465744625,1.86876342918317e-25,2.17118779894707e-24,47.1376969068172,Not_significant
WDR82,0.351578925201493,9.41445524164552,0,1,1,12.8203508590093,3.09739079889635e-25,3.50489321562489e-24,46.6344533429251,Not_significant
DCTPP1,0.351552761850746,9.5732257751791,0,1,1,9.9710079726811,5.95433376617312e-18,2.72898909177732e-17,29.9483388058621,Not_significant
LAMP1,0.351268413902985,9.27103104326492,0,1,1,11.2425348956489,3.38257800889742e-21,2.22997393196022e-20,37.3780889894305,Not_significant
SBNO2,0.351160277152985,7.46969406483022,0,1,1,12.2920851763588,6.92436317512746e-24,6.46789357623775e-23,43.5403880963061,Not_significant
RPS4Y1,-0.351152787910448,10.2432079563507,0,0.999999999999998,1,-4.81864762488886,3.80348589768535e-06,6.4756168012303e-06,3.17096193130685,Not_significant
ZC3H7A,0.351096656723881,6.83098694399627,0,1,1,9.05251339487613,1.21825258182969e-15,4.46969668830498e-15,24.6668864205303,Not_significant
HDAC1,0.350989584902985,9.34229826235448,0,1,1,7.12582880671937,5.32046540671648e-11,1.31618873686855e-10,14.1001434145913,Not_significant
SLC24A3,0.35098379336194,6.75474019599067,0,1,1,7.94669965515403,6.22652169407765e-13,1.80621909815615e-12,18.4909055015436,Not_significant
AMN,-0.350981221544776,7.56832210527985,0,1,1,-13.2300879879649,2.80626979297348e-26,3.66603972972806e-25,49.0262087500155,Not_significant
HBEGF,-0.35085084459204,7.14648704023632,0,1,1,-10.5923497046344,1.55930425384659e-19,8.50687098487419e-19,33.5681771369276,Not_significant
CD160,-0.350817685522388,5.72453428613433,0,1,1,-10.7971786714478,4.67139898688407e-20,2.71928395664339e-19,34.7666899930043,Not_significant
SMOX,-0.350781792108209,7.32532605900187,0,1,1,-11.228568103133,3.67310468780655e-21,2.41024818357928e-20,37.2961118678215,Not_significant
NT5E,0.350712668858209,6.61739772395149,0,1,1,5.93366255306719,2.29339589585781e-08,4.62487854498612e-08,8.14236900933982,Not_significant
PLD3,0.350618269089552,8.72186806266418,0,1,1,9.41283439230871,1.52832192839554e-16,6.10950072119321e-16,26.7261934637531,Not_significant
C6orf48,0.350489262522388,9.69715161889552,0,1,1,9.08044407744423,1.03783733511156e-15,3.83517572821166e-15,24.8258338042464,Not_significant
WDR11,0.350433301268657,7.41626336045522,0,1,1,5.76241710907111,5.2310064814474e-08,1.02416359561348e-07,7.33651246827057,Not_significant
RAI1,-0.350412245656717,6.39737803173134,0,1,1,-13.7805922416873,1.13184824984534e-27,1.84710437651783e-26,52.2245833031074,Not_significant
COL4A6,-0.350286942502487,6.21641237483333,0,1,1,-6.94244417750785,1.40670462748952e-10,3.36637324819648e-10,13.1428835394012,Not_significant
SLC18A2,-0.35021968438806,5.60056705667911,0,1,1,-9.79987294235191,1.61570435448117e-17,7.0913910902277e-17,28.9568762433882,Not_significant
SLC43A1,-0.350072720029851,8.6829743488806,0,1,1,-7.87308752263433,9.34624165352165e-13,2.67614368644067e-12,18.0894000662925,Not_significant
CA11,-0.349994099044776,6.89544104370896,0,1,1,-12.2550229361885,8.61404869106295e-24,7.90239251569244e-23,43.3229871967486,Not_significant
SMC3,0.349993998577114,6.21122348984826,0,1,1,10.7577850136384,5.89091071272843e-20,3.38382780665525e-19,34.536034765986,Not_significant
KIF2A,0.349938021343284,6.17135124397015,0,1,1,11.3066115645671,2.3177008008459e-21,1.55334095809809e-20,37.7542288679028,Not_significant
ADAP1,0.349832985705224,8.67263051429664,0,1,1,9.49476351907725,9.51120075423223e-17,3.88041871811939e-16,27.1969085987551,Not_significant
HIF3A,-0.349811177666666,7.06622604450995,0,1,1,-10.4479980062572,3.6421165875285e-19,1.90211414335044e-18,32.724852390692,Not_significant
GLS2,-0.349702570276119,5.99973782905597,0,1,1,-11.4415874579591,1.04504890380013e-21,7.30305524171709e-21,38.5467613664085,Not_significant
GOT2,-0.349673317552239,9.92876939233582,0,1,1,-10.494877032173,2.7653940594703e-19,1.46411603908102e-18,32.9985942860947,Not_significant
SUB1,0.349378106621891,9.09197944695771,0,1,1,9.33892039132435,2.34285098493891e-16,9.22839768849499e-16,26.3022739303782,Not_significant
TPP2,0.349288077052239,7.76539753328358,0,1,1,12.0601868558712,2.71623258052914e-23,2.33186384584317e-22,42.1796155190768,Not_significant
IL18RAP,-0.349230297910448,6.12487004742537,0,1,1,-10.0812615310038,3.12583927561407e-18,1.48070901591903e-17,30.5885220709434,Not_significant
MUC2,0.349165865567164,7.25731032640299,0,0.999998783375435,1,2.64105873969808,0.00923357647741093,0.0120076899078076,-4.18110428326767,Not_significant
TRIB1,-0.349090480746269,10.0624919763955,0,1,1,-5.09205770546508,1.1549568640846e-06,2.04819847143647e-06,4.32470529332618,Not_significant
ZNF706,0.349024991373134,10.3386657613209,0,1,1,8.71368547585204,8.43355648876568e-15,2.87300613658011e-14,22.7489537278397,Not_significant
NUDT7,-0.349019504544776,6.41811942360821,0,1,1,-12.2928350764986,6.89384188134326e-24,6.45005437995108e-23,43.5447865324821,Not_significant
BIRC5,0.348991078027363,7.39870258439428,0,1,1,7.97160771216827,5.42541483288174e-13,1.57828979154388e-12,18.6270746476742,Not_significant
HSD17B4,-0.348921481462687,8.82300503665672,0,1,1,-8.15798600193103,1.92712102016291e-13,5.82832824871444e-13,19.6508137731379,Not_significant
HNRNPC,0.348893712072761,9.32080049988899,0,1,1,12.5819312456097,1.25728648934351e-24,1.31103751838931e-23,45.2392324932544,Not_significant
SLC36A1,0.348867862104478,7.92399262150746,0,1,1,8.21314924771857,1.41650587356097e-13,4.33042794535031e-13,19.9553946542316,Not_significant
FAT2,-0.348661096910448,6.00754337214925,0,1,1,-12.2994014060927,6.63227519263389e-24,6.23113841517592e-23,43.5832998254972,Not_significant
CORO1A,0.348619723574627,8.26666660966045,0,0.999999999925103,1,3.71157086308708,0.00029940666753273,0.000438433544663786,-1.00638872754743,Not_significant
ACAP1,-0.348617977399254,7.34280235651306,0,1,1,-8.74064815674288,7.23504495174654e-15,2.48344567295057e-14,22.9008428792949,Not_significant
PSMD11,0.348594338764926,8.53994186793843,0,1,1,8.80662334897981,4.96966522442016e-15,1.73110516284321e-14,23.2730565861329,Not_significant
HIVEP1,0.348499716828358,5.42627000739179,0,1,1,10.2868765596426,9.37542408348298e-19,4.68688199091516e-18,31.7850835926163,Not_significant
LSM14A,0.348453258579602,8.17560319834204,0,1,1,10.5489109770068,2.01300742880421e-19,1.08717804368656e-18,33.314276535492,Not_significant
HGD,-0.348445841542289,6.70061107604726,0,1,1,-6.78713785143607,3.16284594122197e-10,7.37214018869345e-10,12.3455698445119,Not_significant
RC3H1,-0.348307023865672,7.56947365742537,0,1,1,-18.1025503374385,3.40145915729662e-38,3.25444335860491e-36,76.3633421328744,Not_significant
LINC00339,-0.348135758231343,7.07291999347388,0,1,1,-11.7801493153125,1.41706711304615e-22,1.10365095914691e-21,40.5352322335238,Not_significant
RASGRP1,0.348117950119403,6.06771022100746,0,0.999999999997113,1,4.02952462147683,9.24724102022624e-05,0.000141330481582643,0.107757434068974,Not_significant
CA8,-0.348045704470149,6.88830826892164,0,1,1,-7.68630587716515,2.60536657133343e-12,7.18320427003624e-12,17.0764590936998,Not_significant
SLC17A7,-0.347509110813433,7.97580628833955,0,1,1,-13.9474781314615,4.29421805004728e-28,7.53021808061862e-27,53.1901564840145,Not_significant
SEL1L3,-0.347307022824627,9.67809027600933,0,0.999999999999867,1,-4.31532572941326,3.04658505520872e-05,4.83285363512742e-05,1.16860228604753,Not_significant
KAZALD1,-0.347283555298508,6.88542577080224,0,1,1,-15.7341961426008,1.55537273816296e-32,5.61176496232405e-31,63.3793152479842,Not_significant
RNPEP,0.34720704680597,9.39120180071642,0,1,1,8.26078381044882,1.08529194164674e-13,3.35235281647064e-13,20.2189652677466,Not_significant
TRIP11,-0.347204188679104,6.3656473275709,0,1,1,-17.1445140904057,6.12421982325559e-36,3.80004475077062e-34,71.190418337728,Not_significant
ANXA6,0.346990049029851,9.28732253973881,0,1,1,5.65054441066167,8.89660653787831e-08,1.71390954678027e-07,6.81811608584565,Not_significant
RBCK1,0.346970571783582,8.54657832261567,0,1,1,9.93357403741753,7.40896540017022e-18,3.35482944122383e-17,29.7312276219451,Not_significant
KCNS1,-0.346965719723881,8.09876965747388,0,1,1,-11.762773401031,1.57007359929146e-22,1.21777755197791e-21,40.4331782596341,Not_significant
DHRS3,-0.34691333991791,9.23310737538433,0,1,1,-8.96238082870753,2.04184572473739e-15,7.35051443081268e-15,24.1548053335966,Not_significant
CAND1,0.346849717937811,7.09896627662313,0,1,1,10.6005459806537,1.48593056602592e-19,8.13558570137799e-19,33.6160960474969,Not_significant
HIST1H2BE,0.346846136873134,6.8679842698694,0,1,1,5.35057508161134,3.58579402186384e-07,6.61672743282816e-07,5.46015188548601,Not_significant
SLC13A2,-0.34675130269403,6.06690657896642,0,1,1,-11.8068945468945,1.21018663551591e-22,9.5039204971357e-22,40.6923119750301,Not_significant
COL17A1,-0.346713644970149,6.25414582852239,0,1,1,-8.38890668691531,5.28945400090285e-14,1.67980326299764e-13,20.9303842017769,Not_significant
ZNF322,0.346647083134328,5.55669370667164,0,1,1,8.7666213515828,6.24114136800936e-15,2.15538866877461e-14,23.0472831512897,Not_significant
TSPYL1,-0.346328208485075,8.48723859519776,0,1,1,-7.36363848143984,1.50033953052583e-11,3.87985672503508e-11,15.3484534371626,Not_significant
BICD2,0.346171720159204,6.98754510395522,0,1,1,8.92772421841664,2.48954761277472e-15,8.87451426485636e-15,23.9582580693804,Not_significant
EIF4G1,0.34613592294403,8.4144566825056,0,1,1,10.2911172086524,9.1451719580431e-19,4.57785580328815e-18,31.80979529665,Not_significant
PRKAB1,-0.34608492061194,7.6533442883209,0,1,1,-12.1102121686051,2.02241641993035e-23,1.76636880357877e-22,42.4732540697157,Not_significant
RRP9,0.346061286141791,7.27017958689179,0,1,1,12.4552909691235,2.64860318975252e-24,2.63298202657353e-23,44.4972871156773,Not_significant
HIPK2,-0.346008081682836,7.04876770997948,0,1,1,-13.0799085038247,6.7595775815107e-26,8.36099776867474e-25,48.1505494413506,Not_significant
MYO1A,-0.34596195561194,7.25632255181343,0,0.99999999999944,1,-4.15174127046102,5.79393907056562e-05,8.99641879883095e-05,0.553808114281836,Not_significant
RBX1,0.345894585791045,8.43878652626119,0,1,1,11.3063114076873,2.32180928865676e-21,1.55517154785296e-20,37.7524667356288,Not_significant
CADM3-AS1,-0.345843730335821,6.67705256094403,0,1,1,-12.5863044477575,1.22536309477678e-24,1.28011336071362e-23,45.2648439000016,Not_significant
RGS5,-0.345684678691539,10.257716860592,0,0.99999999999974,1,-4.22013563675842,4.43748814264616e-05,6.94849606141197e-05,0.808656308805947,Not_significant
PLA2G15,0.34568226738806,6.3034821463209,0,1,1,13.9018698879138,5.59530611216718e-28,9.60300789129239e-27,52.9264758649819,Not_significant
AFTPH,-0.345629123485075,9.84757319627239,0,1,1,-11.53225985913,6.1197496986285e-22,4.40193206029374e-21,39.0792674071383,Not_significant
CDHR2,-0.34547879811194,7.40302589859328,0,1,1,-5.34834316671901,3.64381482232731e-07,6.72159437904972e-07,5.44518473822004,Not_significant
ZZZ3,0.345390491873135,7.63990418169776,0,1,1,11.4998332010102,7.41050364273076e-22,5.26663421254616e-21,38.8888230625389,Not_significant
NUP98,0.345320139572139,7.30882340126368,0,1,1,12.3856461926572,3.99091959924891e-24,3.86199271930745e-23,44.0890424402551,Not_significant
MXI1,-0.34524885011194,9.30852861249627,0,1,1,-6.63703557352354,6.861311328999e-10,1.55748319273137e-09,11.5840766834024,Not_significant
CCT7,0.345053732246269,9.38695654416791,0,1,1,9.69925528409511,2.90205245603691e-17,1.24092686050832e-16,28.3753322197981,Not_significant
GADD45G,-0.345004691522388,6.71421278464925,0,1,1,-10.2080165425888,1.48839947191982e-18,7.32077318658123e-18,31.3257780562019,Not_significant
SYT2,-0.344718943104478,7.9347161511194,0,1,1,-14.3501849687317,4.17898760698876e-29,8.61191734411023e-28,55.5114314803468,Not_significant
GPAA1,0.344682427649255,9.54913923962313,0,1,1,9.35316434939092,2.15781340774297e-16,8.51736693940628e-16,26.3839109325322,Not_significant
KLC1,0.34445031291791,7.41537003040672,0,1,1,7.86323176766916,9.86757497858714e-13,2.81542506905469e-12,18.0357495270074,Not_significant
PLAC4,-0.344384271089552,7.46662146366418,0,1,1,-12.0121737942275,3.60521845841572e-23,3.04338621683964e-22,41.8977496580168,Not_significant
EPN1,-0.344314704089552,7.44101545690299,0,1,1,-13.2243369928117,2.90228136056825e-26,3.78033026584743e-25,48.9926987124811,Not_significant
BORA,0.344285249626866,7.07901525462687,0,1,1,8.33791936635841,7.04370430216722e-14,2.21202871758549e-13,20.6468425872871,Not_significant
GJA3,-0.344242742223881,6.3688082236194,0,1,1,-14.3222891201031,4.90880590629202e-29,9.97034983808557e-28,55.3510528241794,Not_significant
MYH9,0.343916991201493,9.94304596401119,0,1,1,10.6950740809773,8.52099985027457e-20,4.82586014589522e-19,34.1689967071715,Not_significant
PTCRA,-0.343899328502487,7.94114810606965,0,1,1,-14.9936985265327,1.03924447566187e-30,2.66126708926292e-29,59.1923408607299,Not_significant
OR5I1,-0.343841947462686,6.47849496934328,0,1,1,-13.3146860144586,1.71123824039182e-26,2.30608752371657e-25,49.5189301594418,Not_significant
P2RX2,-0.343807330425373,6.45751270029105,0,1,1,-15.9681028032106,4.17351767966259e-33,1.65956109705738e-31,64.6901409284815,Not_significant
GHITM,-0.343789710347015,10.3267444206511,0,1,1,-10.6773072911397,9.46009144465188e-20,5.32301009887662e-19,34.0650437375928,Not_significant
TXLNA,0.343568136619403,7.99223883134702,0,1,1,11.8067144019773,1.21147368850559e-22,9.50741651445005e-22,40.6912539641365,Not_significant
HNRNPAB,0.343530881425373,10.4113623047276,0,1,1,8.53840059966339,2.27733428872022e-14,7.46746112732796e-14,21.7648609742976,Not_significant
SPDEF,-0.343508668467164,8.17682905169478,0,1,1,-11.6419893576444,3.20244884459622e-22,2.39030104441673e-21,39.7237536201008,Not_significant
DKFZP586I1420,0.343472019947761,8.69466520521269,0,1,1,9.60022520796182,5.15947609134768e-17,2.16120042654263e-16,27.8040444403272,Not_significant
MAN1A1,0.34341777830597,7.10699466890672,0,1,1,6.59848202563138,8.3101383695103e-10,1.87542751012949e-09,11.3953299962621,Not_significant
LY9,-0.343277835514925,6.79472034339925,0,1,1,-10.7696132924094,5.49462900786825e-20,3.16585945846205e-19,34.6052838873303,Not_significant
MAP3K19,-0.343218487298508,8.38753839120896,0,1,1,-13.2158268092048,3.05042745427461e-26,3.95504905179371e-25,48.9431079892646,Not_significant
NDRG2,-0.342958914937811,7.83168117274503,0,1,1,-12.58910454287,1.20535045066919e-24,1.26037246661177e-23,45.2812421368057,Not_significant
PPAP2C,0.34295607369403,7.86291271488433,0,0.999999998748507,1,3.33344361135099,0.00110563427745176,0.00154989174469497,-2.23258594768622,Not_significant
MCOLN1,0.342936847522388,7.6540234940597,0,1,1,12.5320600362185,1.68589747451995e-24,1.73237854228879e-23,44.9471171408311,Not_significant
SMG9,0.342811125276119,7.36013239593657,0,1,1,13.6223504849317,2.842471041411e-27,4.30872825109455e-26,51.3072125841236,Not_significant
ETS2,0.342681026309702,8.33699111983022,0,0.999999999999975,1,4.38402030549419,2.30859371882634e-05,3.70168236074199e-05,1.43414421810477,Not_significant
ELK3,0.342630742440299,7.3453852393097,0,1,1,11.2008320451984,4.32607919493742e-21,2.81581627368463e-20,37.1333286941139,Not_significant
CCL8,0.342446390126866,7.49756390045149,0,0.999999999999984,1,4.42030378824469,1.99405499656021e-05,3.2101016502002e-05,1.57469274633149,Not_significant
CRTAC1,-0.342443190320896,6.53850027653358,0,1,1,-12.7997932039784,3.4947486930855e-25,3.92308121183048e-24,46.5142420194793,Not_significant
KCNG2,-0.34242680630597,5.87887985256343,0,1,1,-13.2518946971506,2.47023500447315e-26,3.25892101699945e-25,49.1532557724997,Not_significant
TRIM36,-0.34236530708209,5.34500552123507,0,1,1,-6.28086655918059,4.17485801181425e-09,8.94793538193554e-09,9.8113416481257,Not_significant
HOOK2,-0.342326346417911,8.7464885799403,0,1,1,-9.17272115104268,6.10684598687816e-16,2.30728041919756e-15,25.351811294483,Not_significant
EGR3,0.342245348014925,6.27653037647015,0,0.999999997929517,1,3.27066140870733,0.00136002806113764,0.00189427687400436,-2.42542655396858,Not_significant
TACSTD2,0.342170079977612,6.55571143339925,0,1,1,4.90275731429638,2.6364897293584e-06,4.5539734649196e-06,3.52471238019083,Not_significant
TM2D3,0.342157499507463,8.92662620808955,0,1,1,9.25870700529758,3.72178237976018e-16,1.43889381768681e-15,25.8430614440634,Not_significant
SGPL1,0.342131071858208,7.0857503215908,0,1,1,13.6319392899875,2.68807707711325e-27,4.09116636547707e-26,51.3628498517142,Not_significant
YIPF1,-0.342010349828358,8.70781709184702,0,1,1,-12.6380719991302,9.03799040250621e-25,9.62887034108515e-24,45.5679648192514,Not_significant
KIF5B,0.341648152701493,8.56708042315672,0,1,1,10.8378369460438,3.67665107592952e-20,2.15690496625829e-19,35.0048182049993,Not_significant
RPA1,0.341547547630597,8.31742057091605,0,1,1,7.96102826211461,5.75235270798513e-13,1.67210602654507e-12,18.5692190807743,Not_significant
PRR11,0.341524028820895,9.25688474713433,0,1,1,9.81694879165325,1.46270108312122e-17,6.44490180713537e-17,29.0556750909101,Not_significant
DDX50,0.341477837873134,8.73460664039925,0,1,1,8.56313991991904,1.98008465020969e-14,6.54215797390813e-14,21.9033932859678,Not_significant
OBFC1,-0.341448119589552,8.09722822337687,0,1,1,-9.71711156564993,2.61576723917821e-17,1.12447123837227e-16,28.4784581281194,Not_significant
CA12,-0.341291611909204,7.60623624519714,0,1,1,-5.26125499407021,5.41334220954978e-07,9.85060805227935e-07,5.06034171613072,Not_significant
PTPLB,0.341237928619403,8.57116609945149,0,1,1,6.39584265820633,2.32673604323808e-09,5.08728560237902e-09,10.3842320791567,Not_significant
PLXDC2,0.341108352947761,5.40949954733955,0,1,1,7.47195992231639,8.3431075327703e-12,2.20034360970516e-11,15.9272814638685,Not_significant
NAMPT,0.340984277619403,8.01975145800373,0,1,1,4.63678103906757,8.1805121047587e-06,1.35299536026713e-05,2.43153986882724,Not_significant
ASCC3,0.340841453477612,7.52867114736567,0,1,1,10.1366330033885,2.26078226693531e-18,1.09149788567802e-17,30.9104253171586,Not_significant
C5orf30,-0.340727205395522,7.66437297913806,0,1,1,-8.97900621083933,1.85648791874933e-15,6.70675561946134e-15,24.2491626270432,Not_significant
ASIC4,-0.340667931992537,6.88534135618284,0,1,1,-12.9245917044139,1.68006330936769e-25,1.96610932152221e-24,47.2437151142862,Not_significant
POU5F1B,-0.340569664716418,8.70170043889552,0,1,1,-14.1873966228313,1.0700416439264e-28,2.07272389105675e-27,54.5746330118235,Not_significant
DCPS,0.340407755828358,7.17793749560821,0,1,1,8.82952915489916,4.36136682365064e-15,1.52580283579574e-14,23.4024657994821,Not_significant
NPM1,0.340189494181592,10.5367165733197,0,1,1,9.70143052010425,2.86557120938511e-17,1.22718603214206e-16,28.3878930677449,Not_significant
PPFIA1,0.340142782126866,6.64998759470336,0,1,1,11.0315918790365,1.17372187996567e-20,7.31503376956528e-20,36.1404514773752,Not_significant
FAM96B,0.34002519141791,9.15032458131343,0,1,1,9.86649646763352,1.0957749113045e-17,4.8834199184537e-17,29.3425181188917,Not_significant
LEF1,0.339723709708956,5.59814935875995,0,1,1,12.1423888452049,1.67297965227702e-23,1.48296383148857e-22,42.6621006475407,Not_significant
NOP2,0.339534371291045,8.69597513108582,0,1,1,9.90001227491976,9.01195428911466e-18,4.043384973658e-17,29.5366858447126,Not_significant
REEP5,-0.339387524160448,9.28663443271082,0,1,1,-10.4141161792109,4.44385828972995e-19,2.29362393354298e-18,32.5270894608091,Not_significant
TOR1B,0.339094980850747,8.06559234853731,0,1,1,9.28851189942003,3.13404171314003e-16,1.21875802570559e-15,26.013587160052,Not_significant
SRD5A2,-0.339082584283582,6.95125688576866,0,1,1,-13.4637101948356,7.16730928930194e-27,1.02326705188479e-25,50.3858622133379,Not_significant
SLC28A1,-0.339067654134328,6.24359975525373,0,1,1,-14.2884746008889,5.96691962063754e-29,1.19475927794077e-27,55.1565606505016,Not_significant
PRAMEF11,-0.339047916201492,7.05414260055597,0,1,1,-12.4690074815809,2.44319000219826e-24,2.44600573535682e-23,44.5776732799909,Not_significant
NOTCH3,0.338985992559701,7.50208172392911,0,1,1,11.1832015391611,4.80022916868132e-21,3.11009684463099e-20,37.029863570308,Not_significant
PFKFB1,-0.338869643977612,7.72421155167537,0,1,1,-13.1833012900785,3.68988258632221e-26,4.72684824928346e-25,48.7535377206062,Not_significant
RPP40,0.338844638455224,7.12452173064552,0,1,1,8.37650813624595,5.67125986603889e-14,1.79399265174166e-13,20.8613843585115,Not_significant
TTTY15,-0.338790152768657,6.05530335145896,0,1,1,-12.1113117466832,2.0093483449262e-23,1.7563135339978e-22,42.4797078724264,Not_significant
PRUNE2,0.338639814429105,7.02421029511381,0,0.999999306042288,1,2.58643931878317,0.0107497459181093,0.0138913926825962,-4.31767438379893,Not_significant
ELOVL5,0.338487557783582,7.33951122569527,0,1,1,9.3783551769733,1.86550485607698e-16,7.39457575980249e-16,26.5283546255493,Not_significant
SPATS2L,0.338475251529851,7.25687831690672,0,1,1,9.24367793324749,4.0585617840185e-16,1.56001831950037e-15,25.7571215147773,Not_significant
ZNF160,0.33846688338806,8.9801163101194,0,1,1,7.31720346529125,1.91863909749187e-11,4.91542452994003e-11,15.105666837427,Not_significant
CIDEB,-0.338448113761194,8.57618863153731,0,1,1,-7.74349946061408,1.90442221900065e-12,5.30242606488519e-12,17.3860126437006,Not_significant
SLC10A1,-0.338343953313433,7.90094976073134,0,1,1,-12.546936975018,1.54462646156225e-24,1.59301065118013e-23,45.0342662624477,Not_significant
FAS,0.338247646248134,6.37260720158489,0,1,1,6.55648729309004,1.02997914020944e-09,2.30464720237471e-09,11.1844303042464,Not_significant
MORN1,-0.338242107552239,7.54650808655224,0,1,1,-13.7719605639795,1.19009685954496e-27,1.93377896904191e-26,52.1745876521787,Not_significant
CNN1,0.337959839119403,9.85789534879851,0,0.999753148341889,1,1.82257018858013,0.0705682462325103,0.0839843191804973,-5.94962612022379,Not_significant
HLX,0.337777253358209,7.08560811388806,0,1,1,9.00027093086069,1.64362020402511e-15,5.96254512176535e-15,24.3699159671709,Not_significant
HLA-DMB,0.337692224007463,9.47723396601119,0,1,1,4.81144087382196,3.90654741120326e-06,6.64707547306289e-06,3.14458992382569,Not_significant
UBXN7,0.337600833391791,7.34424866688246,0,1,1,9.95270906701063,6.62585054370291e-18,3.02082075858042e-17,29.8421917427069,Not_significant
MOB1A,0.337570318333955,7.3584858530028,0,1,1,12.4895081583954,2.16552143192703e-24,2.18350299381714e-23,44.6978071598956,Not_significant
KDM3A,0.337553104470149,8.1719078496903,0,1,1,8.79599424266745,5.27991987502584e-15,1.83578002305009e-14,23.2130375440105,Not_significant
PQLC2,-0.337522912626866,7.26407405103731,0,1,1,-12.8427355741052,2.71598216174706e-25,3.08567269140941e-24,46.7653275169417,Not_significant
MUT,-0.337520912100746,7.66224685959888,0,1,1,-9.8655978758218,1.10153188741937e-17,4.90713988348203e-17,29.3373137950964,Not_significant
TMPRSS15,-0.33745670144403,6.25481001974814,0,0.99999999999995,1,-4.22074134219045,4.42670217664954e-05,6.93256797682752e-05,0.810973729292559,Not_significant
TRIM68,-0.337427343432836,7.85162124073881,0,1,1,-9.98828655770791,5.38271437473491e-18,2.48312881674352e-17,30.0485952805839,Not_significant
VSNL1,0.33720353575,6.703996507125,0,1,1,6.10860302087598,9.7411268309335e-09,2.02739670662978e-08,8.98034600923573,Not_significant
HERC1,-0.337081686955224,8.45506388376866,0,1,1,-10.1872949397262,1.68048138115824e-18,8.21544425862337e-18,31.2051662416466,Not_significant
CCL19,0.337011826119403,8.44580368962687,0,0.99999970281301,1,2.66441291687678,0.00864636274554164,0.0112700109055173,-4.12192377952753,Not_significant
RNF7,0.336931197432836,7.38278406641045,0,1,1,9.4818803302441,1.02482009381143e-16,4.1690537894137e-16,27.1228335680637,Not_significant
MSH6,0.336920778828358,6.2840681146107,0,1,1,11.2190382202829,3.88552681436769e-21,2.53930869876472e-20,37.2401791118129,Not_significant
DNAJC12,0.336903525261194,6.55759236309328,0,1,1,4.81749615427761,3.80661242510551e-06,6.47898630244408e-06,3.16962832872105,Not_significant
CDR2L,0.336896082029851,7.88944607946269,0,1,1,6.41186234096629,2.14609085160737e-09,4.69959355966686e-09,10.4635531525239,Not_significant
HAB1,-0.336887363032338,7.41698526982463,0,1,1,-17.0214327646244,1.2029987555664e-35,7.22631114181456e-34,70.5178134586109,Not_significant
